Brand,Processor,RAM(GB),GPU,Screen_Size(inch),Battery_Life(hours),Weight(kg),Operating_System,Storage_Size(GB),Storage_Type,ResolutionX,ResolutionY,Price(€)
Razer,Intel i7,8,Nvidia GTX 1650,17.3,8.2,2.52,macOS,512,SSD,1920,1080,1630.62
MSI,Intel i7,64,AMD Radeon RX 6800,15.6,8.0,1.64,Windows,1024,SSD,1366,768,3293.96
Acer,Intel i9,64,Nvidia GTX 1650,14.0,6.7,3.39,macOS,256,SSD,3840,2160,6092.22
Apple,AMD Ryzen 3,16,AMD Radeon RX 6600,17.3,10.7,1.22,Linux,256,SSD,2560,1440,2022.82
Razer,AMD Ryzen 3,4,Integrated,14.0,9.7,3.34,Linux,2048,SSD,2560,1440,706.28
Apple,Intel i9,64,Nvidia RTX 3080,16.0,4.7,1.22,macOS,256,SSD,1920,1080,5897.5
Samsung,AMD Ryzen 7,4,Nvidia RTX 2060,15.6,9.4,2.45,Linux,1024,HDD,2560,1440,1190.88
Samsung,AMD Ryzen 5,4,Nvidia GTX 1650,17.3,8.3,1.41,Linux,256,SSD,2560,1440,1200.69
Razer,AMD Ryzen 7,32,Nvidia RTX 3080,13.3,5.8,2.97,Windows,512,SSD,1366,768,2016.92
Dell,Intel i3,16,Nvidia RTX 3060,13.3,7.4,2.08,macOS,1024,SSD,2560,1440,1161.5
HP,AMD Ryzen 7,16,AMD Radeon RX 6800,15.6,7.0,1.73,Linux,1024,HDD,1366,768,1182.86
Acer,AMD Ryzen 5,32,AMD Radeon RX 6800,15.6,11.9,1.56,FreeDOS,256,SSD,3840,2160,2766.96
Lenovo,Intel i9,64,Nvidia RTX 2060,17.3,4.8,2.95,FreeDOS,2048,SSD,1366,768,3385.98
Asus,Intel i3,8,AMD Radeon RX 6800,17.3,11.3,2.24,Windows,512,SSD,3840,2160,1301.61
Dell,AMD Ryzen 9,8,Nvidia RTX 2060,16.0,10.7,1.47,macOS,2048,SSD,2560,1440,2061.32
Apple,AMD Ryzen 3,32,AMD Radeon RX 6800,16.0,10.5,1.87,macOS,1024,SSD,1920,1080,1953.69
Lenovo,AMD Ryzen 7,8,AMD Radeon RX 6800,17.3,5.4,2.16,Linux,2048,SSD,1366,768,1118.48
Asus,AMD Ryzen 3,16,Integrated,14.0,9.8,1.74,macOS,256,SSD,3840,2160,1065.97
MSI,AMD Ryzen 3,16,Nvidia RTX 2060,13.3,5.1,2.58,Windows,512,SSD,1366,768,1111.01
Asus,AMD Ryzen 9,64,AMD Radeon RX 6800,13.3,8.9,1.56,macOS,1024,SSD,1366,768,2918.47
Samsung,Intel i9,4,AMD Radeon RX 6800,14.0,4.4,2.87,Linux,256,SSD,1920,1080,1495.79
HP,Intel i9,4,Nvidia RTX 3080,17.3,9.3,2.59,macOS,2048,SSD,2560,1440,1970.01
Lenovo,AMD Ryzen 3,16,Integrated,14.0,4.1,3.43,macOS,2048,SSD,1920,1080,665.69
Acer,Intel i9,32,Nvidia GTX 1650,14.0,8.9,3.48,Linux,512,SSD,1366,768,2111.41
Apple,AMD Ryzen 5,64,Nvidia RTX 3080,14.0,6.3,1.76,Windows,512,SSD,1920,1080,3236.94
HP,AMD Ryzen 5,32,Nvidia RTX 3080,13.3,8.3,1.25,FreeDOS,512,SSD,1366,768,1356.46
Acer,Intel i5,4,AMD Radeon RX 6800,15.6,8.8,3.12,FreeDOS,512,SSD,2560,1440,1198.78
Acer,Intel i7,4,Nvidia GTX 1650,17.3,9.8,1.6,FreeDOS,2048,SSD,1366,768,999.32
Lenovo,Intel i3,32,Nvidia RTX 3080,13.3,4.0,1.21,macOS,256,SSD,1366,768,1097.86
Dell,AMD Ryzen 7,8,AMD Radeon RX 6600,16.0,8.2,3.29,FreeDOS,1024,SSD,3840,2160,1971.96
Dell,Intel i9,8,AMD Radeon RX 6800,14.0,4.2,1.86,Linux,2048,SSD,3840,2160,2505.58
Asus,AMD Ryzen 9,32,Nvidia GTX 1650,16.0,6.3,3.34,Linux,1024,HDD,3840,2160,3766.59
Lenovo,Intel i9,4,Nvidia RTX 3080,17.3,5.1,2.81,Windows,1024,HDD,2560,1440,1607.63
Samsung,AMD Ryzen 7,8,Integrated,16.0,7.3,2.97,FreeDOS,2048,SSD,1366,768,682.56
Dell,AMD Ryzen 5,32,Nvidia GTX 1650,13.3,9.2,2.3,macOS,256,SSD,3840,2160,2372.97
Lenovo,Intel i3,32,AMD Radeon RX 6800,13.3,9.3,3.24,Windows,512,SSD,1366,768,1024.59
Asus,Intel i3,16,Nvidia RTX 2060,13.3,6.8,1.83,Windows,256,SSD,2560,1440,1187.03
Samsung,AMD Ryzen 3,8,Nvidia RTX 3080,15.6,5.9,1.99,macOS,1024,SSD,1366,768,654.09
Lenovo,AMD Ryzen 3,16,AMD Radeon RX 6800,14.0,5.5,3.38,FreeDOS,1024,SSD,3840,2160,1482.16
Apple,AMD Ryzen 3,16,Nvidia GTX 1650,13.3,4.5,2.64,Windows,1024,HDD,1920,1080,1034.0
Asus,AMD Ryzen 7,4,AMD Radeon RX 6600,16.0,7.0,2.39,macOS,1024,HDD,3840,2160,1456.06
HP,AMD Ryzen 3,8,AMD Radeon RX 6600,16.0,9.7,2.19,Windows,2048,SSD,3840,2160,1399.27
Razer,AMD Ryzen 5,8,AMD Radeon RX 6800,16.0,9.1,1.81,FreeDOS,256,SSD,1920,1080,1423.39
Acer,Intel i7,16,Nvidia RTX 3080,15.6,10.0,2.17,macOS,2048,SSD,1920,1080,1503.18
Lenovo,Intel i9,8,Nvidia GTX 1650,15.6,5.6,3.31,FreeDOS,2048,SSD,1920,1080,1555.34
Apple,AMD Ryzen 3,16,AMD Radeon RX 6600,13.3,9.4,1.49,Windows,1024,SSD,3840,2160,2252.18
Lenovo,Intel i5,4,AMD Radeon RX 6800,15.6,8.8,3.06,macOS,256,SSD,3840,2160,1548.1
HP,AMD Ryzen 3,64,Integrated,14.0,10.7,1.23,Linux,1024,HDD,1366,768,829.96
Samsung,Intel i9,16,Nvidia GTX 1650,15.6,7.4,2.13,macOS,2048,SSD,1366,768,1745.13
Apple,AMD Ryzen 5,16,AMD Radeon RX 6800,17.3,4.6,2.27,FreeDOS,256,SSD,1920,1080,1719.36
Dell,Intel i5,4,Nvidia RTX 3080,14.0,10.7,2.13,FreeDOS,512,SSD,2560,1440,1168.78
Razer,Intel i7,16,AMD Radeon RX 6800,15.6,4.7,2.01,Linux,256,SSD,1366,768,1874.34
Razer,AMD Ryzen 9,4,Nvidia GTX 1650,16.0,5.6,3.21,FreeDOS,2048,SSD,1366,768,1886.75
MSI,AMD Ryzen 9,8,Nvidia GTX 1650,13.3,10.8,2.96,macOS,512,SSD,3840,2160,3137.89
Asus,Intel i3,16,AMD Radeon RX 6800,14.0,6.9,2.87,Linux,1024,SSD,3840,2160,1663.11
Samsung,Intel i7,32,AMD Radeon RX 6600,13.3,8.6,1.28,FreeDOS,1024,SSD,1366,768,1512.53
Razer,AMD Ryzen 9,32,Nvidia GTX 1650,17.3,7.1,2.21,Linux,2048,SSD,3840,2160,6087.8
Asus,Intel i5,4,Nvidia GTX 1650,13.3,9.7,2.08,Linux,256,SSD,1366,768,649.63
HP,Intel i5,32,Nvidia RTX 3060,13.3,4.9,3.03,Windows,1024,SSD,1920,1080,1567.07
Acer,AMD Ryzen 3,16,Nvidia RTX 2060,13.3,5.4,2.29,FreeDOS,2048,SSD,2560,1440,1261.31
Apple,AMD Ryzen 9,64,Nvidia RTX 3060,16.0,11.4,1.9,FreeDOS,1024,HDD,3840,2160,8228.15
Asus,Intel i3,32,AMD Radeon RX 6600,17.3,7.3,3.4,Windows,256,SSD,1366,768,1047.13
Samsung,AMD Ryzen 7,4,AMD Radeon RX 6600,14.0,6.5,3.22,macOS,256,SSD,1366,768,1009.07
Acer,AMD Ryzen 9,8,Nvidia RTX 3080,17.3,8.9,2.9,Linux,512,SSD,1920,1080,1555.23
Razer,AMD Ryzen 3,8,AMD Radeon RX 6600,17.3,7.6,2.15,Windows,2048,SSD,3840,2160,1895.0
Dell,Intel i9,64,Nvidia RTX 3060,14.0,6.2,2.88,Windows,512,SSD,3840,2160,5933.83
Dell,Intel i7,8,Nvidia GTX 1650,13.3,9.8,3.4,macOS,512,SSD,2560,1440,1531.84
Samsung,AMD Ryzen 9,16,Nvidia RTX 3060,13.3,8.3,1.38,Windows,1024,HDD,3840,2160,2450.95
MSI,Intel i3,64,AMD Radeon RX 6600,17.3,5.3,3.38,FreeDOS,1024,SSD,3840,2160,4293.4
Dell,Intel i5,4,AMD Radeon RX 6600,14.0,7.2,1.84,macOS,1024,SSD,2560,1440,1135.95
Microsoft,AMD Ryzen 3,4,Integrated,15.6,8.3,3.42,FreeDOS,2048,SSD,1920,1080,572.29
MSI,AMD Ryzen 7,32,Nvidia RTX 3060,13.3,5.7,2.45,Linux,1024,HDD,1366,768,1535.19
Asus,AMD Ryzen 7,64,AMD Radeon RX 6800,13.3,7.6,2.74,macOS,256,SSD,1366,768,2236.41
MSI,AMD Ryzen 5,64,Nvidia RTX 3080,15.6,8.3,1.75,FreeDOS,512,SSD,3840,2160,5127.22
MSI,AMD Ryzen 7,8,Nvidia RTX 3060,16.0,10.4,1.49,Windows,1024,SSD,3840,2160,2813.12
Apple,AMD Ryzen 7,8,Nvidia RTX 3080,13.3,7.1,2.24,Windows,512,SSD,2560,1440,2146.29
Microsoft,AMD Ryzen 9,32,AMD Radeon RX 6600,13.3,9.7,2.49,FreeDOS,1024,SSD,1920,1080,2373.54
MSI,AMD Ryzen 9,64,AMD Radeon RX 6800,14.0,8.6,1.84,Linux,512,SSD,2560,1440,5967.84
Apple,Intel i7,4,Nvidia RTX 2060,15.6,6.1,2.29,Linux,2048,SSD,1920,1080,1731.6
Razer,Intel i7,16,Nvidia RTX 3060,13.3,6.3,1.24,Windows,256,SSD,1366,768,1744.14
Razer,Intel i7,64,Nvidia RTX 3060,15.6,9.3,2.59,Linux,256,SSD,3840,2160,6893.44
Asus,Intel i9,4,Integrated,15.6,6.5,1.27,FreeDOS,1024,HDD,1920,1080,982.62
Lenovo,Intel i7,4,Integrated,16.0,7.9,2.59,macOS,2048,SSD,1920,1080,768.28
Dell,Intel i9,64,Nvidia RTX 3080,16.0,5.1,2.78,FreeDOS,1024,HDD,1366,768,2823.19
Samsung,Intel i5,64,Nvidia GTX 1650,16.0,10.3,2.31,Windows,256,SSD,1920,1080,2475.09
Razer,AMD Ryzen 3,16,Nvidia GTX 1650,17.3,6.4,3.43,FreeDOS,2048,SSD,1920,1080,1343.02
Razer,AMD Ryzen 5,4,Nvidia RTX 3080,14.0,5.9,2.69,Windows,1024,SSD,1920,1080,1086.47
Apple,AMD Ryzen 5,16,Nvidia GTX 1650,17.3,6.1,3.22,FreeDOS,256,SSD,1366,768,1487.07
HP,AMD Ryzen 3,32,Nvidia RTX 3080,13.3,5.7,2.66,FreeDOS,1024,SSD,2560,1440,1564.76
Dell,Intel i7,16,Nvidia RTX 2060,17.3,8.8,3.07,Linux,2048,SSD,1366,768,1288.8
Microsoft,Intel i3,16,Nvidia RTX 3060,13.3,7.9,3.04,Windows,2048,SSD,1920,1080,946.75
Dell,Intel i3,64,Integrated,13.3,8.5,1.67,Linux,1024,HDD,1366,768,793.44
HP,AMD Ryzen 3,64,AMD Radeon RX 6600,15.6,6.5,3.48,Windows,256,SSD,1920,1080,1899.29
HP,AMD Ryzen 3,64,Nvidia RTX 3060,16.0,11.4,2.79,Windows,1024,HDD,1920,1080,1778.49
Samsung,Intel i3,8,Nvidia RTX 3080,15.6,11.6,2.33,Windows,1024,HDD,2560,1440,992.4
Samsung,Intel i9,8,AMD Radeon RX 6600,15.6,7.8,1.68,Windows,256,SSD,2560,1440,2008.83
Dell,Intel i5,4,Integrated,14.0,9.8,1.99,macOS,256,SSD,2560,1440,747.04
Dell,AMD Ryzen 3,32,Nvidia RTX 2060,17.3,4.7,2.26,macOS,256,SSD,3840,2160,2337.58
Acer,AMD Ryzen 7,8,Nvidia RTX 3080,15.6,6.6,3.32,FreeDOS,512,SSD,1920,1080,1397.48
Acer,Intel i9,16,Nvidia RTX 3060,13.3,10.8,3.34,Linux,1024,SSD,3840,2160,3135.19
Apple,Intel i3,32,Nvidia RTX 2060,17.3,10.4,2.29,FreeDOS,256,SSD,1366,768,1726.34
Dell,Intel i7,16,Integrated,16.0,11.3,1.92,Windows,256,SSD,3840,2160,1613.54
Razer,AMD Ryzen 5,32,AMD Radeon RX 6600,14.0,5.2,1.71,Linux,256,SSD,1366,768,1645.91
Razer,AMD Ryzen 9,32,Nvidia RTX 2060,16.0,11.0,3.01,macOS,256,SSD,1366,768,3236.72
HP,AMD Ryzen 5,32,Nvidia RTX 3060,14.0,6.2,2.21,FreeDOS,1024,HDD,1366,768,968.84
Asus,Intel i7,16,AMD Radeon RX 6800,13.3,5.3,2.12,FreeDOS,256,SSD,3840,2160,2211.47
Samsung,AMD Ryzen 3,16,AMD Radeon RX 6800,16.0,5.0,2.87,macOS,2048,SSD,3840,2160,1621.21
Asus,AMD Ryzen 5,16,Integrated,13.3,10.5,1.9,Linux,512,SSD,3840,2160,1360.74
Acer,AMD Ryzen 3,64,Nvidia RTX 3080,17.3,11.6,3.28,Windows,2048,SSD,1366,768,1781.46
Asus,Intel i7,64,Nvidia RTX 2060,13.3,10.8,1.63,Windows,512,SSD,1366,768,2257.63
Apple,AMD Ryzen 9,64,Nvidia GTX 1650,17.3,6.4,3.45,macOS,2048,SSD,1920,1080,5886.02
Acer,Intel i3,64,AMD Radeon RX 6800,15.6,11.4,2.84,FreeDOS,256,SSD,2560,1440,2412.79
MSI,AMD Ryzen 3,64,AMD Radeon RX 6800,17.3,5.9,2.55,macOS,256,SSD,1920,1080,2667.35
Razer,Intel i7,32,Nvidia RTX 3080,14.0,5.8,2.58,Windows,256,SSD,1920,1080,2420.74
HP,Intel i7,64,Nvidia GTX 1650,17.3,7.7,1.39,Windows,1024,HDD,1920,1080,2503.35
Apple,Intel i3,64,Integrated,13.3,7.3,3.22,Linux,256,SSD,1366,768,1513.01
Microsoft,AMD Ryzen 5,32,Nvidia RTX 3080,17.3,5.0,3.13,Windows,512,SSD,2560,1440,1934.13
Acer,Intel i3,16,Nvidia GTX 1650,17.3,6.7,1.39,Windows,1024,SSD,1366,768,894.23
Acer,Intel i9,16,Nvidia RTX 3060,16.0,10.5,2.66,FreeDOS,2048,SSD,1366,768,1682.35
Lenovo,AMD Ryzen 5,64,Nvidia GTX 1650,14.0,5.1,2.49,macOS,1024,HDD,1366,768,1562.7
Microsoft,Intel i9,16,Nvidia RTX 2060,14.0,10.9,2.47,Windows,2048,SSD,3840,2160,3001.7
HP,AMD Ryzen 5,64,AMD Radeon RX 6800,13.3,7.1,3.09,Linux,1024,HDD,1366,768,1404.28
Apple,Intel i7,8,Nvidia RTX 3080,17.3,7.9,1.74,Linux,1024,SSD,1366,768,1579.99
Asus,Intel i9,8,Nvidia RTX 2060,13.3,6.9,1.33,macOS,1024,SSD,1366,768,1377.82
MSI,Intel i3,32,Integrated,17.3,7.8,1.44,Linux,1024,SSD,2560,1440,1426.95
Razer,Intel i7,64,AMD Radeon RX 6800,15.6,7.3,1.79,Linux,512,SSD,3840,2160,7040.21
Apple,Intel i7,16,Nvidia RTX 2060,16.0,10.7,1.83,macOS,256,SSD,1366,768,1866.73
Microsoft,AMD Ryzen 9,4,Nvidia RTX 3080,13.3,9.4,1.85,FreeDOS,2048,SSD,2560,1440,1839.35
Razer,Intel i7,64,AMD Radeon RX 6600,13.3,4.5,3.35,Linux,256,SSD,2560,1440,4653.84
Apple,Intel i9,64,AMD Radeon RX 6800,15.6,11.9,3.38,FreeDOS,512,SSD,3840,2160,9876.31
Apple,Intel i3,4,Integrated,15.6,7.2,2.26,macOS,256,SSD,1920,1080,797.35
Acer,AMD Ryzen 9,32,Nvidia RTX 2060,17.3,5.7,3.47,FreeDOS,1024,SSD,2560,1440,3227.46
Asus,Intel i5,8,AMD Radeon RX 6800,14.0,8.0,1.79,macOS,1024,HDD,1920,1080,834.83
Microsoft,Intel i3,8,AMD Radeon RX 6800,13.3,9.8,2.14,FreeDOS,256,SSD,3840,2160,1168.8
MSI,AMD Ryzen 9,16,Nvidia GTX 1650,15.6,11.8,3.34,Linux,256,SSD,1920,1080,2729.81
Dell,AMD Ryzen 5,32,Nvidia RTX 3080,14.0,11.0,2.87,Linux,512,SSD,2560,1440,1826.65
HP,Intel i9,8,Nvidia RTX 2060,14.0,5.1,2.23,Windows,512,SSD,2560,1440,1855.05
Lenovo,AMD Ryzen 5,4,Nvidia RTX 3080,15.6,8.2,2.98,macOS,512,SSD,1366,768,755.4
Lenovo,Intel i9,64,Integrated,17.3,11.3,1.35,Linux,1024,HDD,1366,768,1816.31
Apple,AMD Ryzen 7,4,Nvidia RTX 2060,13.3,6.3,1.21,Windows,1024,HDD,2560,1440,1591.01
Dell,Intel i5,32,Nvidia RTX 3080,14.0,11.0,3.29,Linux,512,SSD,1366,768,1161.32
MSI,Intel i9,32,Integrated,16.0,4.4,3.21,macOS,1024,HDD,1920,1080,1998.59
Asus,Intel i5,16,Nvidia RTX 3080,16.0,11.0,3.46,Linux,2048,SSD,3840,2160,2035.8
Lenovo,Intel i5,16,Nvidia RTX 3080,17.3,7.9,2.2,Linux,256,SSD,3840,2160,1907.11
Dell,Intel i5,64,Integrated,14.0,5.1,1.93,macOS,1024,SSD,1366,768,1150.6
Samsung,AMD Ryzen 9,64,AMD Radeon RX 6800,14.0,10.9,2.48,Windows,512,SSD,3840,2160,5994.66
Lenovo,AMD Ryzen 9,16,AMD Radeon RX 6800,16.0,6.6,1.99,FreeDOS,256,SSD,2560,1440,2505.39
HP,AMD Ryzen 5,4,Nvidia RTX 2060,13.3,5.7,2.0,Windows,256,SSD,1920,1080,840.02
HP,AMD Ryzen 7,16,Nvidia RTX 3060,15.6,9.2,2.29,Windows,2048,SSD,1366,768,1169.73
Acer,Intel i7,32,Integrated,14.0,7.7,2.56,Linux,1024,HDD,1366,768,822.17
Lenovo,AMD Ryzen 7,64,Nvidia GTX 1650,15.6,10.7,2.67,Linux,1024,SSD,1920,1080,3027.46
HP,Intel i5,16,Nvidia GTX 1650,14.0,10.0,2.9,Linux,1024,HDD,2560,1440,1112.85
Razer,AMD Ryzen 3,8,Nvidia RTX 2060,17.3,11.2,2.8,Linux,1024,SSD,1366,768,1127.67
Microsoft,AMD Ryzen 7,4,AMD Radeon RX 6600,15.6,8.7,1.53,macOS,256,SSD,2560,1440,1349.57
HP,Intel i7,16,AMD Radeon RX 6800,13.3,9.8,1.59,Windows,1024,SSD,1366,768,1046.0
Acer,AMD Ryzen 9,4,AMD Radeon RX 6600,13.3,5.4,3.16,macOS,2048,SSD,1920,1080,1408.23
Acer,AMD Ryzen 3,64,AMD Radeon RX 6600,15.6,4.4,2.59,macOS,1024,SSD,1366,768,1557.66
MSI,Intel i9,16,Nvidia RTX 2060,17.3,11.7,1.78,macOS,256,SSD,1920,1080,2495.55
Asus,Intel i7,16,AMD Radeon RX 6600,13.3,10.4,2.8,macOS,2048,SSD,1366,768,1100.87
Samsung,AMD Ryzen 5,4,Nvidia GTX 1650,17.3,10.9,2.85,macOS,1024,HDD,2560,1440,1046.79
Apple,AMD Ryzen 3,8,Nvidia RTX 3060,16.0,8.2,2.2,Linux,256,SSD,2560,1440,1564.67
Razer,AMD Ryzen 3,4,Nvidia RTX 3080,16.0,5.2,3.34,FreeDOS,1024,SSD,1920,1080,1110.27
Microsoft,AMD Ryzen 3,32,AMD Radeon RX 6800,16.0,4.8,1.55,Windows,1024,HDD,3840,2160,1882.78
Asus,AMD Ryzen 7,4,Nvidia RTX 2060,17.3,6.0,1.41,macOS,2048,SSD,3840,2160,1978.26
Razer,AMD Ryzen 3,16,Nvidia RTX 3080,16.0,10.8,3.18,Windows,512,SSD,2560,1440,1688.5
HP,AMD Ryzen 7,64,AMD Radeon RX 6600,17.3,11.3,2.28,FreeDOS,2048,SSD,1920,1080,2984.34
Apple,Intel i9,32,Nvidia GTX 1650,16.0,7.9,1.93,FreeDOS,256,SSD,2560,1440,4895.76
Razer,AMD Ryzen 3,32,Integrated,17.3,10.9,2.71,Windows,256,SSD,1920,1080,1383.89
Asus,AMD Ryzen 5,4,Nvidia GTX 1650,13.3,9.4,3.32,Linux,512,SSD,1366,768,654.57
Microsoft,Intel i9,4,Nvidia GTX 1650,16.0,7.2,2.57,FreeDOS,1024,SSD,1366,768,1282.32
Lenovo,AMD Ryzen 9,64,AMD Radeon RX 6800,15.6,6.6,2.43,Linux,512,SSD,2560,1440,4999.94
Samsung,Intel i7,32,Nvidia GTX 1650,13.3,9.9,3.35,Windows,1024,HDD,2560,1440,1771.45
Apple,Intel i7,16,AMD Radeon RX 6600,14.0,6.5,3.06,Windows,512,SSD,2560,1440,2607.31
Asus,Intel i5,4,Nvidia GTX 1650,17.3,8.6,1.37,macOS,1024,SSD,2560,1440,1080.67
Dell,Intel i5,64,AMD Radeon RX 6600,14.0,6.1,3.06,FreeDOS,2048,SSD,1366,768,1828.85
Acer,AMD Ryzen 5,64,Integrated,17.3,9.3,2.53,FreeDOS,1024,SSD,2560,1440,2137.15
Microsoft,AMD Ryzen 5,4,AMD Radeon RX 6600,17.3,7.1,1.3,Windows,2048,SSD,1366,768,673.2
Samsung,AMD Ryzen 7,32,Integrated,14.0,8.1,3.1,macOS,2048,SSD,3840,2160,2163.11
Microsoft,Intel i3,8,Nvidia GTX 1650,16.0,5.9,3.24,FreeDOS,1024,SSD,1920,1080,836.2
MSI,Intel i3,32,Nvidia RTX 3080,16.0,7.2,1.94,macOS,256,SSD,2560,1440,2229.16
Samsung,AMD Ryzen 9,32,Nvidia GTX 1650,13.3,5.8,1.88,Windows,1024,SSD,1366,768,1955.62
Acer,Intel i3,16,Nvidia GTX 1650,14.0,10.6,2.47,macOS,1024,HDD,1366,768,662.2
Asus,Intel i9,4,AMD Radeon RX 6800,17.3,7.0,2.79,Windows,2048,SSD,3840,2160,2495.16
Asus,AMD Ryzen 3,8,Nvidia RTX 3080,14.0,4.0,1.75,FreeDOS,1024,SSD,1920,1080,748.01
Razer,Intel i9,64,Nvidia RTX 2060,16.0,9.5,1.79,FreeDOS,256,SSD,2560,1440,6887.48
MSI,AMD Ryzen 7,4,AMD Radeon RX 6600,16.0,4.4,2.3,Windows,1024,HDD,1920,1080,1277.88
Lenovo,Intel i3,64,AMD Radeon RX 6600,16.0,9.6,1.8,Windows,2048,SSD,3840,2160,3419.1
Microsoft,AMD Ryzen 5,16,Nvidia RTX 3060,17.3,6.6,1.75,Windows,512,SSD,1920,1080,1137.31
Microsoft,Intel i9,32,Nvidia RTX 2060,15.6,6.6,3.23,FreeDOS,512,SSD,1366,768,2163.87
Acer,AMD Ryzen 3,16,Nvidia RTX 3080,15.6,10.7,2.58,macOS,1024,HDD,2560,1440,1149.94
Dell,AMD Ryzen 3,16,Nvidia RTX 2060,17.3,9.9,2.94,Linux,512,SSD,1366,768,982.39
Lenovo,AMD Ryzen 5,4,Nvidia RTX 2060,14.0,4.5,2.36,Windows,512,SSD,3840,2160,1281.97
Lenovo,AMD Ryzen 3,64,Nvidia GTX 1650,17.3,9.9,1.66,Windows,1024,HDD,1366,768,1549.99
Dell,Intel i5,16,AMD Radeon RX 6600,14.0,10.5,1.47,macOS,2048,SSD,1366,768,944.39
Razer,AMD Ryzen 9,8,Nvidia RTX 3080,13.3,5.7,3.42,Linux,256,SSD,1920,1080,2226.92
Samsung,AMD Ryzen 5,4,Nvidia RTX 2060,14.0,6.6,1.36,macOS,1024,SSD,2560,1440,1009.3
Apple,Intel i9,8,Nvidia RTX 3080,15.6,11.2,3.45,FreeDOS,2048,SSD,3840,2160,4202.34
Dell,AMD Ryzen 3,64,Nvidia RTX 3080,14.0,7.3,1.92,Windows,256,SSD,2560,1440,2186.61
HP,Intel i7,4,Nvidia RTX 2060,17.3,11.1,1.49,macOS,1024,SSD,1366,768,1021.57
Microsoft,AMD Ryzen 5,16,Nvidia RTX 2060,17.3,11.8,2.14,Linux,1024,HDD,1920,1080,1022.03
Samsung,AMD Ryzen 7,32,AMD Radeon RX 6800,15.6,10.9,2.99,Linux,1024,HDD,2560,1440,2028.06
HP,Intel i9,16,AMD Radeon RX 6600,13.3,5.5,1.4,FreeDOS,1024,SSD,2560,1440,2365.22
HP,AMD Ryzen 7,8,Nvidia RTX 2060,13.3,9.9,1.44,macOS,256,SSD,2560,1440,1341.44
HP,Intel i5,64,Nvidia RTX 2060,16.0,8.5,2.59,FreeDOS,2048,SSD,1366,768,1950.79
Razer,Intel i3,16,Nvidia RTX 2060,15.6,4.9,1.58,macOS,1024,HDD,3840,2160,2066.34
Apple,Intel i7,16,Integrated,14.0,4.3,1.7,FreeDOS,2048,SSD,3840,2160,2149.18
Acer,AMD Ryzen 3,32,Nvidia RTX 2060,17.3,11.1,3.09,Windows,256,SSD,3840,2160,2304.17
Razer,Intel i5,32,AMD Radeon RX 6800,13.3,7.7,1.6,Linux,256,SSD,1920,1080,2072.59
Apple,Intel i7,4,Nvidia RTX 3080,14.0,11.3,2.35,Windows,2048,SSD,2560,1440,1942.04
Acer,AMD Ryzen 7,64,Nvidia RTX 2060,13.3,4.3,2.27,Linux,2048,SSD,1920,1080,2864.99
Apple,Intel i5,16,Nvidia GTX 1650,13.3,9.5,1.82,FreeDOS,256,SSD,1920,1080,1584.64
Asus,Intel i9,16,Nvidia GTX 1650,13.3,5.5,3.43,FreeDOS,1024,SSD,3840,2160,2953.62
Samsung,AMD Ryzen 5,4,Nvidia GTX 1650,15.6,7.9,1.65,Windows,1024,SSD,1366,768,724.91
Acer,Intel i5,8,Nvidia RTX 2060,13.3,5.0,2.85,Linux,512,SSD,1920,1080,970.9
HP,AMD Ryzen 3,8,Nvidia GTX 1650,14.0,7.9,1.92,macOS,1024,HDD,1920,1080,583.09
Acer,Intel i7,8,AMD Radeon RX 6600,17.3,10.4,2.38,macOS,512,SSD,1366,768,978.83
Microsoft,Intel i9,16,Nvidia RTX 2060,13.3,4.5,1.33,macOS,1024,HDD,1366,768,1228.9
Apple,AMD Ryzen 3,32,Nvidia RTX 2060,15.6,9.7,3.45,Windows,256,SSD,3840,2160,3443.37
HP,AMD Ryzen 9,4,Nvidia RTX 3080,16.0,5.2,3.23,Linux,2048,SSD,1366,768,1169.38
Samsung,Intel i3,64,AMD Radeon RX 6800,16.0,7.0,3.13,macOS,512,SSD,2560,1440,2431.0
Asus,AMD Ryzen 7,32,Nvidia RTX 3080,14.0,11.6,1.3,macOS,1024,HDD,2560,1440,1820.0
Dell,Intel i7,64,Nvidia RTX 3060,15.6,8.8,3.33,Windows,1024,HDD,1920,1080,2381.23
MSI,Intel i3,8,Integrated,15.6,7.9,1.35,Windows,1024,HDD,2560,1440,836.61
Razer,AMD Ryzen 5,16,Nvidia RTX 2060,17.3,9.3,2.49,macOS,256,SSD,2560,1440,2053.01
Samsung,AMD Ryzen 3,8,AMD Radeon RX 6800,14.0,7.2,2.26,Windows,512,SSD,1366,768,596.5
Dell,Intel i5,32,AMD Radeon RX 6600,15.6,5.1,1.81,Windows,1024,HDD,2560,1440,1785.66
Dell,Intel i7,64,AMD Radeon RX 6600,17.3,8.9,1.51,Windows,1024,HDD,2560,1440,3255.52
HP,Intel i9,32,Nvidia RTX 3060,13.3,11.5,1.44,Linux,512,SSD,1920,1080,2375.61
Asus,AMD Ryzen 9,16,Nvidia RTX 3060,14.0,11.2,2.58,FreeDOS,512,SSD,3840,2160,2977.73
Acer,AMD Ryzen 9,4,Nvidia RTX 2060,15.6,9.3,2.28,Windows,1024,SSD,3840,2160,2493.32
Acer,Intel i9,32,Integrated,17.3,6.9,1.63,Windows,512,SSD,1366,768,1573.63
